geo,text,user,location,entities,sentiment,country
,BREAKING NEWS: #Coronavirus affecting human brain ,MiguelAngelZBoy,"Shanghai, China",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",China
,Pre/Post - #Coronavirus Earth Signs: “We ain’t changed!” ,Handurdealt,Cambridge,"[('Pre/Post - #', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, How does football deal with the fact that #coronavirus will affect different clubs in different ways?If cases continue t…,djb2708,United Kingdom,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",ssummersabrina,"New Jersey, USA",[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",USA
," Here are some simple steps that every American and community can take to help decrease the spread of the #coronavirus at work,…",corzine_r,,"[('American', 'NORP'), '']","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}",
," WATCH:  warns #coronavirus ""could impact every nation and any person""""It does not have a political affiliatio…",a_greenwood,Kansas City,[''],"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1027}",USA
, Watch this video to learn how you can help prevent the spread of respiratory diseases like the novel #coronavirus (#COVID19). T…,ChapmanNancy,America the Beautiful,"['', ('COVID19', 'MONEY')]","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.765}",United States
," HERE is why the #Coronavirus #WuhanVirus has been so lethal in northern Italy. Greed, corruption and open borders. People sacrif…",fshah_,,"['', ('WuhanVirus', 'ORG'), ('Italy', 'GPE')]","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",
," ""Pandemic is not a word to use lightly or carelessly. It is a word that, if misused, can cause unreasonable fear, or unjustified a…",ryanisarapper,"Inglewood, CA",[],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6369}",USA
, I wouldn’t put it that way. Lots of planning going on at state and local level. They realize needs may soon bump up aga…,young_maymay,"Los Angeles, CA",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,Who wants their own custom hand and face sanitizer?? Hit me up I have a variety of scents🤗👍🏽😉 #coronavirus… ,4everdazzle,"Los Angeles , Ca 90043","[('👍', 'GPE'), '']","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.5514}",USA
,"Look , I don't want to cancel my flight, I just want to rebook without having to pay $600 in change fees!… ",tewstudios,"Laurel, MS","[('600', 'MONEY')]","{'neg': 0.118, 'neu': 0.722, 'pos': 0.16, 'compound': 0.2225}",USA
," .  announced late this afternoon that all new jury trials in the state courts will be suspended, effective i…",bwaxman,"Philadelphia, PA","[('late this afternoon', 'TIME')]","{'neg': 0.14, 'neu': 0.721, 'pos': 0.14, 'compound': 0.0}",USA
, 🔥EXCLUSIVE🔥DISGUSTING &amp; SO wrong! #Dems will TRY anything to get their way! White House Officials Allege …,SoniaHi27303526,,"['', ('Dems', 'NORP'), ('TRY', 'ORG'), ('White House', 'ORG')]","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.6917}",
," You can’t wash your hands and prevent illnesses, like #coronavirus, if you don’t have water. I am working with Congress a…",Carlglo,"Flushing ,MI","['', ('Congress', 'ORG')]","{'neg': 0.134, 'neu': 0.714, 'pos': 0.151, 'compound': -0.1531}",USA
," ❌ No handshakes, no kissing, not even elbow-bumping.How do you greet people during a #coronavirus outbreak? The WHO's …",Katiebaileylady,NC ✈️ FL,[''],"{'neg': 0.196, 'neu': 0.536, 'pos': 0.268, 'compound': 0.3818}",USA
,What the Caged Bird Reads  There are more important things going on in the world than my blo… ,AaronNetsky,"New York, NY",[],"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.2716}",USA
,Also in Belgium they now realise that they will have to take more drastic measures to slow down the spreading of… ,StefanBossuwe,Antwerp (BE),"[('Belgium', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Belgium
, I pity the poor people who get colds right around now. Not #Coronavirus. Just an old-fashioned cold. They are probably fr…,StellaLorenzo5,"Livingston, CA",[''],"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6486}",USA
, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,frankdugan,Southern California,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,Why the FUCK is the UK government dragging its arse over #coronavirus ???Do they actually want a mass cull ???W… ,PappaCanoos,Podgeville,"[('FUCK', 'ORG'), ('UK', 'GPE')]","{'neg': 0.221, 'neu': 0.724, 'pos': 0.055, 'compound': -0.7089}",Error
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,CalWSportsFan,"Vancouver, British Columbia","[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",Canada
, LEGALIZE 👏 PRIVATE 👏 LAB 👏 TESTING 👏 NOW#coronavirus #COVID19,RaidersToVegas,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,The #Coronavirus cancelled the NCAA tournament. The greatest sports event of the year. I’m big sad right now,SamuelMGreer,"Oklahoma, USA","[('NCAA', 'ORG'), ('the year', 'DATE')]","{'neg': 0.21, 'neu': 0.617, 'pos': 0.173, 'compound': 0.0258}",USA
, .: “What does your premature rush to claim credit for a phantom surplus say about your political maturity and judgem…,ZddHqQygB9nz1wb,日本,[],"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",Japan
," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",Punky100,"Minnesota, USA","['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",USA
," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",maidenisis,everywhere,"['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, World markets diving as the #Coronavirus is declared a global #pandemic. This is exactly why we need to think creatively a…,Gracie29526040,"Owings, MD",[],"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.4215}",USA
, I pity the poor people who get colds right around now. Not #Coronavirus. Just an old-fashioned cold. They are probably fr…,Jinger_Ellie,"Parrish, FL",[''],"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6486}",USA
, #BREAKING American Airlines pilot tests positive for #coronavirus #COVID19US,shork88,,"['', ('BREAKING American Airlines', 'ORG'), '']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",
, The president has called #coronavirus a hoax and claimed there would be zero cases by now.The gaslighting works until t…,oliver_drk,,"['', ('zero', 'CARDINAL')]","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.2732}",
, ⚠️A doctor in #Wuhan is speaking out after several of her colleagues DIED from the #coronavirus.“If I had known what w…,ADForro,"Boston, MA","[('Wuhan', 'GPE')]","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.6523}",USA
,HUMANS  lived for thousands of years without toilet paper!We are spoiled brats!#pandemic #Panic  #Coronavirus  #Repent.,Yretciva,"Texas, USA","[('thousands of years', 'DATE'), ('Panic', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,"Hey 2020, I think we should break up. It is definitely you, not me! #CoronaVirus",GimpyMcGee,,"[('2020', 'DATE'), ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4574}",
,"So what's a ""continuous cough""? #coronavirus #AskTwitter",lucky_knight_,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, crap this virus is turning all the people into pigeons #coronavirus ,rikasayshi,My own crazy world.,[''],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}",Error
," Italy, today.I can’t believe my eyes.#CoronaVirusUpdate #COVID19 #coronavirus ",1991aeaa,"Florida, USA","[('Italy', 'GPE'), ('today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, #Coronavirus testing must be made free to the public if we are going to understand the scope of this crisis. Anything le…,DonnaBickford,,[],"{'neg': 0.173, 'neu': 0.71, 'pos': 0.117, 'compound': -0.3767}",
," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",homegypsy,Albuquerque NM,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",USA
," Gunners, our Manager has #CoronaVirus o!!! 😭  ⚽️",Vin_khalif,Nigeria,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nigeria
," BREAKING Italian medical chief, Roberto Stella, 67, dies from #coronavirus due to respiratory failure#COVID19  https:…",Sanyeh1,Argyll and Northamptonshire,"[('Italian', 'NORP'), ('Roberto Stella', 'PERSON'), ('67', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
," Welcome to the new reality: Largely empty sportsbooks, canceled games and no ticket writers at the counter. …",neevada702,"Las Vegas, NV",[],"{'neg': 0.19, 'neu': 0.667, 'pos': 0.143, 'compound': 0.0}",USA
," We Will Remember.November 3rd, 2020.*Trump said the #Coronavirus was a ""Hoax"".We won't forget.#8645ASAP2SAVEUSANO…",JaRoJoCT1021,"Connecticut, USA","[('November 3rd', 'DATE'), ('2020.*Trump', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," In 1981, #deankoontz wrote about the ""#WuhanVirus"" in his #fiction and in 2008, the #psychic #sylviabrowne mentioned the ""…",FactorAkira,,"[('1981', 'DATE'), '', ('the ""#WuhanVirus""', 'FAC'), '', ('2008', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, BREAKING: All Universities in Netherlands are closing due to #Coronavirus. Primary schools to remain open,Kat_Sim,"Athens,Greece","[('Netherlands', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Greece
, Americans are demanding solutions. Congress needs to deliver by passing the #FamiliesFirst Coronavirus Response Act. -…,viewingvalentin,,"[('Americans', 'NORP'), ('Congress', 'ORG'), '', ('FamiliesFirst', 'ORG')]","{'neg': 0.108, 'neu': 0.795, 'pos': 0.097, 'compound': -0.0516}",
,It feels like we’re living in a #cloverfield movie. #CoronavirusPandemic #CoronaVirusUpdate #coronavirus,hinapansari,toronto,"['', '', '']","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",Canada
, God Please forgive us our sins 🙏 Take away this virus 🦠 Heal the World 🌎 🙏 Amen #CoronaVirus #COVID19,marteemartee02,,"[('\U0001f9a0 Heal', 'ORG')]","{'neg': 0.14, 'neu': 0.558, 'pos': 0.302, 'compound': 0.3612}",
,I was at #Crssd and the hand sanitizer ran out within an hour. They were not prepared to fight #coronavirus outbreaks,bancrssd,,"[('Crssd', 'PERSON'), ('an hour', 'TIME'), '']","{'neg': 0.069, 'neu': 0.707, 'pos': 0.224, 'compound': 0.5744}",
, .BC recommends no travel to US due to #COVID19 #coronavirus,Djluka1,Saint-Hyacinthe,"[('US', 'GPE'), '']","{'neg': 0.182, 'neu': 0.661, 'pos': 0.157, 'compound': -0.0772}",Canada
,"If y’all catholics were really religious you wouldnt close your doors you would have them open for advice, comfort,… ",cray_1Dlover,Toronto,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
, McConnell ally says Senate won't take up House #coronavirus bill until after recess. “The Senate will act when we come back…,xxRhinoDuckxx,,"[('McConnell', 'PERSON'), ('Senate', 'ORG'), ('House', 'ORG'), '', ('Senate', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," ""I am not a whistleblower, I am the one who provided the whistle"" says #Wuhan doctor speaking out against #China's  authoritie…",maybkkayudh,Galanesia,"['', ('Wuhan', 'ORG'), ('China', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
,"Three weeks ago, #Italy had 3 cases of #coronavirus. It now has over 15,000.",JohnathanPerk,"Los Angeles, CA","[('Three weeks ago', 'DATE'), ('Italy', 'GPE'), ('3', 'CARDINAL'), '', ('over 15,000', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," In February, Health Minister Patty Hajdu said #coronavirus was a “low risk” to Canadians. Now she says 30 to 70 per cent…",JohnwBinns,,"[('February', 'DATE'), ('Health', 'ORG'), ('Patty Hajdu', 'PERSON'), '', ('Canadians', 'NORP'), ('30', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," Oil is $30 a barrel, but the cost of producing it in the USA is $74 #coronavirus #opec",XRNHerts,Hertfordshire,"[('30', 'MONEY'), ('USA', 'GPE'), ('$74 #coronavirus #', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
," There’s a public health crisis in our country.We will not stop fighting for access to free testing, paid emergency leave,…",judyheim2,,[],"{'neg': 0.239, 'neu': 0.5, 'pos': 0.261, 'compound': -0.1032}",
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,hscrowlives,,"[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",
,New York City's mayor Bill de Blasio has declared a state of emergency to fight the spread of the #coronavirus outb… ,AnalyticaGlobal,Worldwide,"[(""New York City's"", 'GPE'), ('Bill de Blasio', 'PERSON'), '']","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6369}",USA
, Do you or anyone you directly know have the #coronavirus / #COVID19US ?,MUSEME17,"Heaven, earth, moon, Planets ",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," If you develop fever, cough or difficulty breathing after having travelled, or have been in contact with someone diagnose…",PrairieMtHealth,"Manitoba, Canada",[],"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}",Canada
, BREAKING: all New Mexico public schools cancelled for the next 3 weeks.  #coronavirus #newmexico,scharff_jason,"Los Alamos, NM","[('New Mexico', 'GPE'), ('the next 3 weeks', 'DATE'), '']","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.25}",USA
," 🚨 BREAKING 🚨""We have therefore made the assessment that #COVID19 can be characterized as a pandemic""- #coronavirus http…",ryanisarapper,"Inglewood, CA","[('COVID19', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, MUST READ: Joe Biden Plagiarizes President ’s #Coronavirus Plan!,printingsharon,,"[('Joe Biden', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, From : Big banks owe big thanks to Chris Dodd and Barney Frank in the age of #coronavirus …,tmfischer2,,"[('Chris Dodd', 'PERSON'), ('Barney Frank', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,impeach_him_pls,"South Jersey ,United States","[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",USA
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,Kamalaallday,"Detroit, Michigan ","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
,"Okay let's establish this early. ""Cancelled"" ought to be spelled with two ""L's"" not just one. One ""L"" is just barbaric. #Coronavirus",CWoznicki,Los Angeles,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('One', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2263}",USA
, Bill Gates was right !!😳 #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #coronavirus ,KaneBarb,,"[('Bill Gates', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,"As a human race we will all get through this! We just have to band together as a community, country, continent, wor… ",KingSulli69,"Brooklyn, NY",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, WHAT WILL AMERICAN DEPTs OF CORRECTIONS DO WHEN THIS #CORONAVIRUS OUTBREAK REACHES THE PRISONS? WE HAVE OVER 2 MILLION…,TutorCambodia,#Cambodia #Phnom #Penh (0)16 977 331 uktutoringservices@yahoo.com,"[('AMERICAN', 'PERSON'), ('2 MILLION', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.2342}",Cambodia
, At any time this would be unacceptable. With #coronavirus just this afternoon declared a pandemic by the  this is now a…,Staircase2,London,[''],"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4588}",UK
," Lots of folks asking about the difference between colds (still in season), flu (still raging) and #coronavirus (just sta…",ElliottRHams,NYC,"[('season', 'DATE'), '']","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,SEval459,"Santa Rosa, CA","[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",USA
," In phone call,  and  discuss the #coronavirus pandemic, according to Japanese media. No readout yet from the …",TheEvanMcLean,USA/Canada,"['', ('Japanese', 'NORP')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",USA
," 🚨 BREAKING: Gov. Andy Beshear is recommending that all Kentucky public and private schools close due to the #coronavirus,…",PFK55,,"[('Andy Beshear', 'PERSON'), ('Kentucky', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Soap company Soulja Boy invested in is doing great amid #CoronaVirus outbreak:  ,showtimeJive,A land far from you,"[('Soulja Boy', 'PERSON'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6249}",Error
," Source at State Department says ""we are forced to run around like headless chickens because there is 0 leadership by Trump…",ToANewFuture,"Berkeley, CA","[('State Department', 'ORG'), ('Trump', 'ORG')]","{'neg': 0.128, 'neu': 0.766, 'pos': 0.106, 'compound': -0.128}",USA
,You want to know what this corona virus media coverage reminds me of?.. 9/11/2001. They showed us those towers cras… ,Seaner05717576,Los Angeles,[],"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",USA
, The #Coronavirus outbreak has led to people panic-buying and clearing shelves. Please consider the elderly and weak - those…,roblewyou,,[],"{'neg': 0.137, 'neu': 0.755, 'pos': 0.108, 'compound': -0.1531}",
,Remember when Spongebob had the Suds? #coronavirus ,masonrg4,,"[('Spongebob', 'ORG'), ('Suds', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, SPECIAL REPORT: The #WHO has declared the #coronavirus a #pandemic and countries are coming up with clever methods halti…,mw4reds,Malaysia aka Bolehland,"[('WHO', 'ORG'), '']","{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.7531}",Error
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",UptightGnome,"Windsor, Ontario",[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",Canada
,A woman in her 60s has died from #coronavirus in #LA County.  reports victim is not from the Southla… ,JeffVaughn,"Los Angeles, CA","[('60s', 'DATE'), '', '']","{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6908}",USA
, The Serbian president coughing uncontrollably as a journalist asks him a question about #Coronavirus.😲…,lalamack123,,"[('Serbian', 'NORP'), ('about #Coronavirus', 'MONEY')]","{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}",
," The Vatican's Office of Papal Charities may have closed due to the #coronavirus, but the pope's point man for the poor, Car…",SisterARod,"Malvern, PA 19355","[('Office of Papal Charities', 'ORG'), '']","{'neg': 0.158, 'neu': 0.762, 'pos': 0.08, 'compound': -0.4678}",USA
, Update of confirmed #COVID19 cases outside of China:#corona #coronavirus #CoronaVirusUpdate #Korona #koronawirus #Covid_19 #…,onionchip_,"Singapore, Yew Tee","[('China:#corona', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Singapore
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,elizdelg,,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",
, The US release of #BlackWidow is - at the moment - still scheduled for May 1st despite #CoronaVirus concerns... …,MegaWubba89,"Philadelphia, PA","[('US', 'GPE'), ('BlackWidow', 'ORG'), ('May 1st', 'DATE'), ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,"Urge your office / school to SLOW DOWN, and yet urge you government to act faster, better, and more responsive. I… ",catchmeupid,,[],"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6901}",
,"#ContainAndCreateWhile Isaac Newton attended Cambridge in 1665, the school closed due to numerous outbreaks of th… ",antisubliminal,混沌 SPACE 3.1415,"['', ('Isaac Newton', 'PERSON'), ('Cambridge', 'GPE'), ('1665', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
, Reading Eagle Coronavirus Roundup: Berks County declares disaster emergency; Wolf orders schools closed in Montgomery Cou…,jeremymlong,"Annville, PA","[('Berks County', 'GPE'), ('Wolf', 'PERSON'), ('Montgomery Cou', 'ORG')]","{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.7717}",USA
," For accommodations that are REQUIRED BY LAW. So, imagine my surprise (all disabled people’s surprise) when because of…",Rose_bee,Oregon,[],"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3321}",USA
," BREAKING: The 2020 European Brass Band Championship and its associated events have been cancelled, organisers have confirmed -…",MarkAndrewGood,Inverclyde,"[('2020', 'DATE')]","{'neg': 0.096, 'neu': 0.766, 'pos': 0.139, 'compound': 0.2263}",UK
," The last patient in Wuhan has been dispatched, all temporary hospitals have been closed, life is going back to normal! #Co…",AmirulArmani,Jerantut-Subang-Port Dickson,"[('Wuhan', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Malaysia
,"   Thanks. She can't breathe, has a fever, cough, lung sounds but is not being tested for co…",dan7db,,[],"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.2382}",
, More people died in the city of Chicago over the weekend (due to some dem’s corruption &amp; addiction to power over people) th…,tmswfe,USA,"[('Chicago', 'GPE'), ('the weekend', 'DATE')]","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.5965}",United States
,"How many people currently think they have #COVID19, the #CoronaVirus?",trayNTP,,"[('COVID19', 'MONEY'), ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,Me: Tired of hearing about the corona virus...let’s see what the #Starwars Twitter verse is fighting about tonight.… ,AmandaB_B8,"New Hampshire, USA","['', ('tonight', 'TIME')]","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.6597}",USA
, 100% this #PresidentBiden  #coronavirus,LizzTex,"World's Live Music Capital, TX","[('100%', 'PERCENT'), '', ('PresidentBiden', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, There is no objective evidence of panic in the #FamiliesFirst #CoronaVirus Response Ac or in the Biden and Sanders speeches w…,BearWhoTweetz78,,"['', ('FamiliesFirst', 'ORG'), ('Response Ac', 'PERSON'), ('Biden', 'GPE'), ('Sanders', 'NORP')]","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6705}",
,"#coronavirus thank you, fucked up my vacation plans ....can’t even watch no hoops... they canceled everything except work...",LuxuryKidd,"Beaumont, TX ",[''],"{'neg': 0.274, 'neu': 0.622, 'pos': 0.104, 'compound': -0.6249}",USA
," Sending my very best wishes to  for a speedy recovery from COVID-19, and any other Arsenal players &amp; staff who ma…",atillaotaner,Montreal Canada,"[('COVID-19', 'PRODUCT'), ('Arsenal players &amp', 'ORG')]","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7485}",Canada
, The only two people in the world who ain't worried about no #coronavirus ,cinnab0njovi,"Florida, USA","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",USA
," I just had dinner at a #restaurant and left a good tip. Make sure you tip all servers well, as less people will be eatin…",CairoCf,"Ohio, USA",[''],"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.743}",USA
, Please remember to wash your hands and scrub your eyes after reading any tweets from the Trump Cult.#StaySafe #BeBest #cor…,jimaldrich,San Francisco,"[('Trump', 'ORG'), '']","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",USA
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",BinkDaBoofman,"Maryland, USA",[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",USA
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,flekana,,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",
," Despite suspension of Umrah due to so called created Corona virus and no people allowed in the haram after Isha prayers, Alla…",shikirikito,"Pulau Pangkor, Perak","[('Umrah', 'GPE'), ('Corona', 'GPE'), ('Isha', 'ORG')]","{'neg': 0.09, 'neu': 0.817, 'pos': 0.093, 'compound': 0.0202}",Malaysia
," JUST IN: An American Airlines pilot has tested positive for #coronavirus, according to the airline and a second source fami…",PSwayzeFan,,"[('American Airlines', 'ORG'), '', ('second', 'ORDINAL')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",
," Due to the inhuman condition of the Iranian prisons, prisoners, especially political prisoners, must be released immediate…",86Ehsan,Norway,"[('Iranian', 'NORP')]","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.765}",Norway
," Italy, today.I can’t believe my eyes.#CoronaVirusUpdate #COVID19 #coronavirus ",NatiValle1,,"[('Italy', 'GPE'), ('today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
